"season","tea_kind","code","polyphenol","FAA","Theanine","caffeine","Gallic_Acid","Catechin","GC","EGC","EC","EGCG","GCG","ECG","total_catechins","sample_label","CG"
"第五水","fresh leaves","四季春",46.0028367840781,14.3542668756566,8.20358565737052,11.9924302788845,0.506474103585657,0.827290836653386,7.53356573705179,11.7196215139442,2.8496015936255,23.5687250996016,4.96513944223108,6.25049800796813,58.3683266932271,1,0.653884462151395
"第五水","fresh leaves","四季春",50.6426444881348,12.3716054577375,6.6507403751234,12.7377097729516,0.616485686080948,1.02250740375123,4.66179664363277,9.53455083909181,4.01411648568608,21.7991115498519,5.58854886475814,7.15547877591313,54.5573543928924,2,0.781243830207305
"第五水","fresh leaves","四季春",60.5336163328236,12.1843948215198,7.04365079365079,15.55625,0.575892857142857,1.60367063492063,5.83035714285714,14.4394841269841,5.13382936507937,30.1240079365079,6.78779761904762,8.93799603174603,73.7702380952381,3,0.913095238095238
"第五水","fresh leaves","青心大冇",60.280952576376,11.8535441477395,6.23564356435644,18.4079207920792,0.53804347826087,1.63356435643564,8.31306930693069,19.7237623762376,5.31752475247525,26.8188118811881,7.78811881188119,5.43386138613861,75.8177227722772,1,0.789009900990099
"第五水","fresh leaves","青心大冇",63.6546134165109,10.5393635874724,5.22318955282944,19.2490106846063,0.575286901464187,1.4706173328057,8.57063711911358,19.4919865453106,6.34853581321725,26.4607241788682,5.65215670755837,5.83844479620103,74.3676296003166,2,0.534527107241789
"第五水","fresh leaves","青心大冇",61.0167595567363,9.94324954653582,5.35858786195954,19.0461126537088,0.582110273700912,1.40182467274891,6.9230464101547,22.3408369694566,5.45477984926617,29.595894486315,5.77072590241967,5.60293534311781,77.6303054343515,3,0.54026180087267
"第五水","fresh leaves","T8",89.7152061341763,11.7097015942226,6.15762170790104,28.2097964884278,0.2829209896249,1.57382282521947,9.25359138068635,20.8055666400638,3.90642458100559,48.4342577813248,10.8637270550678,9.9341580207502,105.736432561852,1,0.96488427773344
"第五水","fresh leaves","T8",94.8852153471644,14.9435112460379,9.1457345971564,30.1895734597156,0.284705766192733,1.69658372827804,9.8335308056872,21.1028830963665,4.2205766192733,49.8425157977883,11.6078199052133,10.9291074249605,110.27932464455,2,1.04630726698262
"第五水","fresh leaves","T8",85.4101991649542,10.5381423138608,6.62418623002565,26.4361807062537,0.233478003550996,1.52318011442099,9.02179917143421,19.8589465377787,4.00177549812586,44.8185046360229,10.126159005721,9.35302821069244,99.612448214638,3,0.909055040441902
"第五水","fresh leaves","T18",80.6358751034747,8.5596376934362,4.30958036421219,28.1384600158353,2.41290577988915,1.68161124307205,8.46664687252573,10.3592636579572,5.28869754552652,25.1425178147268,10.0708630245447,11.4979216152019,73.993368962787,1,1.48584718923199
