"season","tea_kind","code","replication","polyphenol","FAA","Theanine","caffeine","Gallic_Acid","Catechin","GC","EGC","EC","EGCG","GCG","ECG","total_catechins","sample_label"
"第一水","fresh leaves","DP","1",77.2148436136512,16.5984373244718,5.85222570433783,14.8524184423154,0.530663972055888,0.930348557884231,6.70410188822355,20.8113890926148,4.51908995449102,27.6334640782435,2.46644261197605,4.94136104510978,68.0061972285429,1
"第一水","fresh leaves","DP","2",76.2847188929978,15.401518857562,6.45688007685303,14.6900327406888,0.515965718862635,0.771307010612735,6.40559742390869,20.1177277957549,4.09734798878654,27.3038465967161,2.35111995234281,4.88074239006808,65.9276891581898,1
"第一水","fresh leaves","DP","1",74.2397193683147,17.3171245900666,6.9285537715801,13.4376586463074,0.52240653493014,0.932862923153692,6.38410831037924,19.4740547477046,4.14034749700599,26.9297531720559,2.43784954091816,4.80801923073852,65.1069954219561,2
"第一水","fresh leaves","DP","2",74.1876065135766,16.6467325718048,7.21543710645511,13.5655848231537,0.524944750499002,0.93393737005988,6.42979102994012,19.7419693189621,4.35180623393214,26.9416514538922,2.39056461876247,4.83632510738523,65.6260451329341,2
"第一水","fresh leaves","DP","1",74.8791855092498,16.6797116124022,6.29271769381325,14.052494134385,0.49509554313099,0.975058072883386,6.66314971845048,20.4855824201278,4.45017706389776,26.6326116198083,2.4871914672524,4.77243916613419,66.4662095285543,3
"第一水","fresh leaves","DP","2",73.5315529033286,16.6905647112387,6.22013388778954,14.0571364311377,0.504583121756487,0.951557935528942,6.70789288423154,20.2339193572854,4.40852326067864,26.8522852023952,2.47580351636727,4.84771036487026,66.4776925213573,3
"第一水","fresh leaves","T12","1",78.193373565168,22.8034481190487,9.25943156256558,14.996394587495,0.694861206552137,0.797869877347183,6.3124590970835,20.214328776668,4.50291418617659,26.959146232521,2.62988697343188,5.1333486971634,66.5499538403915,1
"第一水","fresh leaves","T12","2",77.8770082881081,22.7984778913901,9.77651789080504,15.2473209139721,0.70851396007984,0.771235549900199,6.37063282135728,20.3246740075848,4.44347040319361,28.228279900998,2.71371400778443,5.39809826427146,68.2501049550898,1
"第一水","fresh leaves","T12","1",90.8204244560362,15.3867880854668,5.4267154529767,14.3182070292,0.616146956,0.9926623734,8.127949178,27.9055834576,5.9240741984,28.7528747888,2.833031911,5.4028158944,79.9389918016,2
"第一水","fresh leaves","T12","2",92.5008017064284,15.1973823204716,5.26095080033391,14.190181444956,0.601880808646918,0.901437699759808,7.90182880904724,27.4630503438751,5.6665430040032,28.8767753979183,2.77832825120096,5.42691705524419,79.0148805610488,2
"第一水","fresh leaves","T12","1",88.4020242584663,16.2307644449353,6.16862835441424,14.7822732461078,0.868513481037924,0.883874776447106,7.82693019560878,26.527625106986,5.36522881916168,27.1403010858283,2.58695504171657,4.97659151337325,75.3075065391218,3
"第一水","fresh leaves","T12","2",91.4444317510299,16.4894642422114,6.00535210405105,15.0288852559952,0.877254576338929,0.902439966027178,8.03657829636291,26.9437722306155,5.44950426858513,28.7009737825739,2.55337590847322,5.34396312070344,77.9306075733413,3
"第一水","black tea","DP","1",33.8257897765986,14.4581040483276,3.34590578454939,13.8154529568862,2.27799859481038,0.511639299001996,2.15893019061876,3.23235805788423,1.03182521357285,6.53716603592814,1.29592062015968,2.47887096367265,17.2467103808383,1
"第一水","black tea","DP","2",32.8929495186941,14.2624325165212,3.3110689702201,13.588812055489,2.24157485828343,0.43318690499002,2.02203916866267,2.91457784111776,1.05133580838323,6.51962563033932,1.29502701936128,2.46913425229541,16.7049266251497,1
"第一水","black tea","DP","1",33.2863552598325,15.4101759577615,3.97689926324287,14.2942648958751,2.46145480977173,0.462180889667601,2.28815896876251,2.99505497917501,1.14637118782539,6.44249029715659,1.29828430396476,2.22968777693232,16.8622284034842,2
